
0.10, 1, 2, 70, 0.10, 0.10, 8.60, 0.00, 0.00, 1, 0, 0





0.20, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0

0.20, 1, 2, 70, 0.20, 0.20, 8.60, 0.00, 0.00, 1, 0, 0





0.30, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0

0.30, 1, 2, 70, 0.30, 0.30, 8.60, 0.00, 0.00, 1, 0, 0





0.40, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
0.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0

0.40, 1, 2, 70, 0.40, 0.40, 8.60, 0.00, 0.00, 1, 0, 0





0.50, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
0.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0
0.50, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 0, 0

0.50, 1, 2, 70, 0.50, 0.50, 8.60, 0.00, 0.00, 1, 0, 0





0.60, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
0.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0
0.60, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 0, 0

0.60, 1, 2, 70, 0.60, 0.60, 8.60, 0.00, 0.00, 1, 0, 0





0.70, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
0.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0
0.70, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 0, 0

0.70, 1, 2, 70, 0.70, 0.70, 8.60, 0.00, 0.00, 1, 0, 0





0.80, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
0.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0
0.80, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 0, 0

0.80, 1, 2, 70, 0.80, 0.80, 8.60, 0.00, 0.00, 1, 0, 0





0.90, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
0.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
0.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0
0.90, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 0, 0

0.90, 1, 2, 70, 0.90, 0.90, 8.60, 0.00, 0.00, 1, 0, 0





1.00, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
1.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 0, 0
1.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 0, 0
1.00, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 0, 0

1.00, 1, 2, 70, 1.00, 1.00, 8.60, 0.00, 0.00, 1, 0, 0





1.10, 2, 1, 90, 0.00, 0.00, 2.50, 0.00, 0.00, 1, 0, 0
