2.00, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 1, 4, 4


2.00, 2, 2, 90, 1.50, 1.50, 2.50, 0.00, 0.40, 1, 5, 5





2.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.10, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.10, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 1, 4, 4


2.10, 2, 2, 90, 1.60, 1.60, 2.50, 0.00, 0.40, 1, 5, 5





2.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.20, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.20, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 1, 4, 4


2.20, 2, 2, 90, 1.70, 1.70, 2.50, 0.00, 0.40, 1, 5, 5





2.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.30, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.30, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 1, 4, 4


2.30, 2, 2, 90, 1.80, 1.80, 2.50, 0.00, 0.40, 1, 5, 5





2.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.40, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.40, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 1, 4, 4


2.40, 2, 2, 90, 1.90, 1.90, 2.50, 0.00, 0.40, 1, 5, 5





2.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.50, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.50, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 1, 4, 4


2.50, 2, 2, 90, 2.00, 2.00, 2.50, 0.00, 0.40, 1, 5, 5





2.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.60, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.60, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


2.60, 1, 2, 70, 0.10, 0.10, 8.60, 0.00, 2.50, 1, 4, 4





2.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.70, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.70, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


2.70, 1, 2, 70, 0.20, 0.20, 8.60, 0.00, 2.50, 1, 4, 4





2.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.80, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.80, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


2.80, 1, 2, 70, 0.30, 0.30, 8.60, 0.00, 2.50, 1, 4, 4





2.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

2.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

2.90, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

2.90, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


2.90, 1, 2, 70, 0.40, 0.40, 8.60, 0.00, 2.50, 1, 4, 4





3.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.00, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.00, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.00, 1, 2, 70, 0.50, 0.50, 8.60, 0.00, 2.50, 1, 4, 4





3.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.10, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.10, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.10, 1, 2, 70, 0.60, 0.60, 8.60, 0.00, 2.50, 1, 4, 4





3.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.20, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.20, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.20, 1, 2, 70, 0.70, 0.70, 8.60, 0.00, 2.50, 1, 4, 4





3.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.30, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.30, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.30, 1, 2, 70, 0.80, 0.80, 8.60, 0.00, 2.50, 1, 4, 4





3.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.40, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.40, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.40, 1, 2, 70, 0.90, 0.90, 8.60, 0.00, 2.50, 1, 4, 4





3.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.50, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.50, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.50, 1, 2, 70, 1.00, 1.00, 8.60, 0.00, 2.50, 1, 4, 4





3.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.60, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.60, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.60, 1, 2, 70, 1.10, 1.10, 8.60, 0.00, 2.50, 1, 4, 4





3.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.70, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.70, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.70, 1, 2, 70, 1.20, 1.20, 8.60, 0.00, 2.50, 1, 4, 4





3.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.80, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.80, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.80, 1, 2, 70, 1.30, 1.30, 8.60, 0.00, 2.50, 1, 4, 4





3.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

3.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

3.90, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

3.90, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


3.90, 1, 2, 70, 1.40, 1.40, 8.60, 0.00, 2.50, 1, 4, 4





4.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.00, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

4.00, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


4.00, 1, 2, 70, 1.50, 1.50, 8.60, 0.00, 2.50, 1, 4, 4





4.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.10, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

4.10, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


4.10, 1, 2, 70, 1.60, 1.60, 8.60, 0.00, 2.50, 1, 4, 4





4.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.20, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

4.20, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


4.20, 1, 2, 70, 1.70, 1.70, 8.60, 0.00, 2.50, 1, 4, 4





4.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.30, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

4.30, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


4.30, 1, 2, 70, 1.80, 1.80, 8.60, 0.00, 2.50, 1, 4, 4





4.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.40, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

4.40, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


4.40, 1, 2, 70, 1.90, 1.90, 8.60, 0.00, 2.50, 1, 4, 4





4.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.50, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3

4.50, 2, 1, 90, 2.00, 0.00, 2.50, 0.00, 0.40, 2, 5, 4


4.50, 1, 2, 70, 2.00, 2.00, 8.60, 0.00, 2.50, 1, 4, 4





4.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.60, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3
4.60, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



4.60, 2, 2, 90, 2.10, 0.10, 2.50, 0.00, 0.40, 2, 5, 4





4.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.70, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3
4.70, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



4.70, 2, 2, 90, 2.20, 0.20, 2.50, 0.00, 0.40, 2, 5, 4





4.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.80, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3
4.80, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



4.80, 2, 2, 90, 2.30, 0.30, 2.50, 0.00, 0.40, 2, 5, 4





4.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

4.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

4.90, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3
4.90, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



4.90, 2, 2, 90, 2.40, 0.40, 2.50, 0.00, 0.40, 2, 5, 4





5.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.00, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3
5.00, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.00, 2, 2, 90, 2.50, 0.50, 2.50, 0.00, 0.40, 2, 5, 4





5.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.10, 5, 1, 45, 0.00, 0.00, 50.30, 0.00, 0.00, 1, 3, 3
5.10, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3





5.10, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.20, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.20, 5, 2, 45, 0.10, 0.10, 50.30, 0.00, 4.70, 1, 3, 3


5.20, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.30, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.30, 5, 2, 45, 0.20, 0.20, 50.30, 0.00, 4.70, 1, 3, 3


5.30, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.40, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.40, 5, 2, 45, 0.30, 0.30, 50.30, 0.00, 4.70, 1, 3, 3


5.40, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.50, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.50, 5, 2, 45, 0.40, 0.40, 50.30, 0.00, 4.70, 1, 3, 3


5.50, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.60, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.60, 5, 2, 45, 0.50, 0.50, 50.30, 0.00, 4.70, 1, 3, 3


5.60, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.70, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.70, 5, 2, 45, 0.60, 0.60, 50.30, 0.00, 4.70, 1, 3, 3


5.70, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.80, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.80, 5, 2, 45, 0.70, 0.70, 50.30, 0.00, 4.70, 1, 3, 3


5.80, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



5.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

5.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

5.90, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



5.90, 5, 2, 45, 0.80, 0.80, 50.30, 0.00, 4.70, 1, 3, 3


5.90, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



6.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

6.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

6.00, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



6.00, 5, 2, 45, 0.90, 0.90, 50.30, 0.00, 4.70, 1, 3, 3


6.00, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



6.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

6.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

6.10, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



6.10, 5, 2, 45, 1.00, 1.00, 50.30, 0.00, 4.70, 1, 3, 3


6.10, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



6.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

6.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

6.20, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



6.20, 5, 2, 45, 1.10, 1.10, 50.30, 0.00, 4.70, 1, 3, 3


6.20, 2, 3, 90, 2.50, 0.00, 2.50, 5.00, 0.40, 2, 5, 4



6.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 1, 1, 1

6.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 1, 2, 2

6.30, 1, 1, 70, 2.00, 0.00, 8.60, 0.00, 2.50, 2, 4, 3



