0.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
0.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
0.60, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
0.60, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

0.60, 2, 2, 90, 0.10, 0.10, 2.50, 0.00, 0.40, 0, 0, 0, 2





0.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
0.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
0.70, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
0.70, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

0.70, 2, 2, 90, 0.20, 0.20, 2.50, 0.00, 0.40, 0, 0, 0, 2





0.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
0.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
0.80, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
0.80, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

0.80, 2, 2, 90, 0.30, 0.30, 2.50, 0.00, 0.40, 0, 0, 0, 2





0.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
0.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
0.90, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
0.90, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

0.90, 2, 2, 90, 0.40, 0.40, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.00, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.00, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.00, 2, 2, 90, 0.50, 0.50, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.10, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.10, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.10, 2, 2, 90, 0.60, 0.60, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.20, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.20, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.20, 2, 2, 90, 0.70, 0.70, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.30, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.30, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.30, 2, 2, 90, 0.80, 0.80, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.40, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.40, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.40, 2, 2, 90, 0.90, 0.90, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.50, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.50, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.50, 2, 2, 90, 1.00, 1.00, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.60, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.60, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.60, 2, 2, 90, 1.10, 1.10, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.70, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.70, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.70, 2, 2, 90, 1.20, 1.20, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.80, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.80, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.80, 2, 2, 90, 1.30, 1.30, 2.50, 0.00, 0.40, 0, 0, 0, 2





1.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
1.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
1.90, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
1.90, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

1.90, 2, 2, 90, 1.40, 1.40, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.00, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.00, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.00, 2, 2, 90, 1.50, 1.50, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.10, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.10, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.10, 2, 2, 90, 1.60, 1.60, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.20, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.20, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.20, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.20, 2, 2, 90, 1.70, 1.70, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.30, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.30, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.30, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.30, 2, 2, 90, 1.80, 1.80, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.40, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.40, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.40, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.40, 2, 2, 90, 1.90, 1.90, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.50, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.50, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.50, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.50, 2, 2, 90, 2.00, 2.00, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.60, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.60, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.60, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.60, 2, 2, 90, 2.10, 2.10, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.70, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.70, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.70, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.70, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.70, 2, 2, 90, 2.20, 2.20, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.80, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.80, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.80, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.80, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.80, 2, 2, 90, 2.30, 2.30, 2.50, 0.00, 0.40, 0, 0, 0, 2





2.90, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
2.90, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
2.90, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
2.90, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

2.90, 2, 2, 90, 2.40, 2.40, 2.50, 0.00, 0.40, 0, 0, 0, 2





3.00, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
3.00, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.00, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
3.00, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

3.00, 2, 2, 90, 2.50, 2.50, 2.50, 0.00, 0.40, 0, 0, 0, 2





3.10, 4, 1, 10, 0.00, 0.00, 5.20, 0.00, 0.00, 0, 0, 0, 2
3.10, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.10, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
3.10, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2



3.10, 2, 3, 90, 2.50, 0.00, 2.50, 2.90, 0.40, 0, 0, 0, 2



3.20, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.20, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
3.20, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

3.20, 4, 2, 10, 0.10, 0.10, 5.20, 0.00, 2.80, 0, 0, 0, 2


3.20, 2, 3, 90, 2.50, 0.00, 2.50, 2.90, 0.40, 0, 0, 0, 2



3.30, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.30, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
3.30, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

3.30, 4, 2, 10, 0.20, 0.20, 5.20, 0.00, 2.80, 0, 0, 0, 2


3.30, 2, 3, 90, 2.50, 0.00, 2.50, 2.90, 0.40, 0, 0, 0, 2



3.40, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.40, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
3.40, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

3.40, 4, 2, 10, 0.30, 0.30, 5.20, 0.00, 2.80, 0, 0, 0, 2


3.40, 2, 3, 90, 2.50, 0.00, 2.50, 2.90, 0.40, 0, 0, 0, 2



3.50, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.50, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
3.50, 1, 1, 70, 0.00, 0.00, 8.60, 0.00, 0.00, 0, 0, 0, 2

3.50, 4, 2, 10, 0.40, 0.40, 5.20, 0.00, 2.80, 0, 0, 0, 2


3.50, 2, 3, 90, 2.50, 0.00, 2.50, 2.90, 0.40, 0, 0, 0, 2



3.60, 3, 1, 25, 0.00, 0.00, 5.80, 0.00, 0.00, 0, 0, 0, 2
3.60, 5, 1, 45, 0.00, 0.00, 8.30, 0.00, 0.00, 0, 0, 0, 2
